Facility ID,Facility Name,Address,City,ZIP Code,CountyName,State,county_state,address,HBIPS-2 Measure Description,HBIPS-2 Overall Rate Per 1000,HBIPS-2 Overall Num,HBIPS-2 Overall Den,HBIPS-3 Measure Description,HBIPS-3 Overall Rate Per 1000,HBIPS-3 Overall Num,HBIPS-3 Overall Den,geolocated-address,latitude-comma,longitude-comma,latitude,longitude, historical_90 , slow_90 , no_90 , rapid_90 ,WFIR_EALT,WFIR_EALS,WFIR_EALR,WFIR_RISKS,WFIR_RISKR
454009,RUSK STATE HOSP,805 N DICKINSON DR,RUSK,75785,CHEROKEE,TX,CHEROKEE_TX,805 N DICKINSON DR RUSK TX 75785,Hours of physical-restraint use,0.15,41.8,11336,Hours of seclusion use,0,0,11336,"805 North Dickinson Drive, Rusk, TX, USA","31,807,184","-95,157,787",31.807184,-95.157787,101.1325,144.3311,166.457,139.1656,91702.00756,8.334405051,Relatively Low,9.778054355,Relatively Low
454011,SAN ANTONIO STATE HOSP  STATE SCHOOL,6711 S NEW BRAUNFELS AVE,SAN ANTONIO,78223,BEXAR,TX,BEXAR_TX,6711 S NEW BRAUNFELS AVE SAN ANTONIO TX 78223,Hours of physical-restraint use,0.05,47.75,37186,Hours of seclusion use,0,0,37186,"6711 S New Braunfels Ave, San Antonio, TX, USA","29,360,384","-98,458,474",29.360384,-98.458474,111.2849,154.4709,177.4884,149.6919,958131.9881,18.22035224,Relatively Moderate,20.6893879,Relatively Moderate
454012,MILLWOOD HOSPITAL,1011 NORTH COOPER STREET,ARLINGTON,76011,TARRANT,TX,TARRANT_TX,1011 NORTH COOPER STREET ARLINGTON TX 76011,Hours of physical-restraint use,0.01,11.82,33482,Hours of seclusion use,0.21,165.62,33482,"1011 N Cooper St, Arlington, TX, USA","32,751,902","-97,113,254",32.751902,-97.113254,97.38017,138.2562,161.2397,132.7521,1238187.977,19.84619175,Relatively Moderate,16.59141617,Relatively Moderate
454014,KERRVILLE STATE HOSP,721 THOMPSON DR,KERRVILLE,78028,KERR,TX,KERR_TX,721 THOMPSON DR KERRVILLE TX 78028,Hours of physical-restraint use,0,0.25,18431,Hours of seclusion use,0,0,18431,"721 Thompson Drive, Kerrville, TX, USA","3,004,611","-99,157,576",30.04611,-99.157576,71.74839,125.3355,157.5742,119.8903,1036051.072,18.70145416,Relatively Moderate,26.00421366,Relatively Moderate
454018,RED RIVER HOSPITAL,1505 8TH ST,WICHITA FALLS,76301,WICHITA,TX,WICHITA_TX,1505 8TH ST WICHITA FALLS TX 76301,Hours of physical-restraint use,0.02,9.53,23426,Hours of seclusion use,0.24,133.41,23426,"8th Street, Wichita Falls, TX, USA","33,909,509","-98,496,321",33.909509,-98.496321,93.63736,130.033,154.0879,124.967,1125456.7,19.22462686,Relatively Moderate,17.96889519,Relatively Moderate
454026,WEST OAKS HOSPITAL,6500 HORNWOOD,HOUSTON,77074,HARRIS,TX,HARRIS_TX,6500 HORNWOOD HOUSTON TX 77074,Hours of physical-restraint use,0.04,48.38,44890,Hours of seclusion use,0.3,319.62,44890,"Houston, TX, USA","29,784,753","-95,361,416",29.784753,-95.361416,118.498,159.6426,180.5261,154.7189,260447.6412,11.80289286,Relatively Low,11.81034395,Relatively Low
454029,ASCENSION SETON SHOAL CREEK,3501 MILLS AVE,AUSTIN,78731,TRAVIS,TX,TRAVIS_TX,3501 MILLS AVE AUSTIN TX 78731,Hours of physical-restraint use,0.24,76.92,13403,Hours of seclusion use,0.13,41.6,13403,"3501 Mills Ave, Austin, TX, USA","30,306,062","-97,748,604",30.306062,-97.748604,107.966,150.102,173.1769,145.1088,1393583.725,20.64394424,Relatively Moderate,14.5293507,Relatively Moderate
454050,GLEN OAKS HOSPITAL,301 E DIVISION BOX 1885,GREENVILLE,75401,HUNT,TX,HUNT_TX,301 E DIVISION BOX 1885 GREENVILLE TX 75401,Hours of physical-restraint use,0.08,29.2,16007,Hours of seclusion use,0.02,6.22,16007,"Greenville, TX, USA","33,108,424","-96,115,405",33.108424,-96.115405,96.30579,137.6198,159.6694,132.1818,128823.8387,9.3342709,Relatively Low,9.09199089,Relatively Low
454060,LAUREL RIDGE TREATMENT CENTER,17720 CORPORATE WOODS DRIVE,SAN ANTONIO,78259,BEXAR,TX,BEXAR_TX,17720 CORPORATE WOODS DRIVE SAN ANTONIO TX 78259,Hours of physical-restraint use,0.02,24.02,65293,Hours of seclusion use,0.08,122.87,65293,"17720 Corporate Woods Dr, San Antonio, TX, USA","29,603,226","-98,438,205",29.603226,-98.438205,111.2849,154.4709,177.4884,149.6919,958131.9881,18.22035224,Relatively Moderate,20.6893879,Relatively Moderate
454064,RIVER CREST HOSP,1636 HUNTERS GLEN ROAD,SAN ANGELO,76901,TOMGREEN,TX,TOMGREEN_TX,1636 HUNTERS GLEN ROAD SAN ANGELO TX 76901,Hours of physical-restraint use,0.02,9.27,17067,Hours of seclusion use,0.19,77.7,17067,"1636 Hunters Glen Rd, San Angelo, TX, USA","31,447,515","-100,510,599",31.447515,-100.510599,83.45283,129.9717,160.3679,124.7594,2461760.825,24.95534669,Relatively Moderate,26.81792215,Relatively Moderate
454065,HICKORY TRAIL HOSPITAL,2000 N OLD HICKORY TRAIL,DESOTO,75115,DALLAS,TX,DALLAS_TX,2000 N OLD HICKORY TRAIL DESOTO TX 75115,Hours of physical-restraint use,0.04,20.68,22993,Hours of seclusion use,0.1,53.35,22993,"Desoto, TX, USA","32,597,129","-96,862,623",32.597129,-96.862623,99.46154,140.1077,162.1461,134.5615,140512.3335,9.608445643,Relatively Low,10.46178966,Relatively Low
454069,AUSTIN LAKES HOSPITAL,1025 EAST 32ND STREET,AUSTIN,78705,TRAVIS,TX,TRAVIS_TX,1025 EAST 32ND STREET AUSTIN TX 78705,Hours of physical-restraint use,0.04,15.47,16719,Hours of seclusion use,0.03,12.57,16719,"1025 East 32nd Street, Austin, TX, USA","30,289,243","-97,723,739",30.289243,-97.723739,107.966,150.102,173.1769,145.1088,1393583.725,20.64394424,Relatively Moderate,14.5293507,Relatively Moderate
454076,HARRIS COUNTY PSYCHIATRIC CENTER,2800 MACGREGOR WAY,HOUSTON,77021,HARRIS,TX,HARRIS_TX,2800 MACGREGOR WAY HOUSTON TX 77021,Hours of physical-restraint use,0.02,32.9,59760,Hours of seclusion use,0.25,362.63,59760,"Houston, TX, USA","29,784,753","-95,361,416",29.784753,-95.361416,118.498,159.6426,180.5261,154.7189,260447.6412,11.80289286,Relatively Low,11.81034395,Relatively Low
454083,INTRACARE NORTH HOSPITAL,1120 CYPRESS STATION DR,HOUSTON,77090,HARRIS,TX,HARRIS_TX,1120 CYPRESS STATION DR HOUSTON TX 77090,Hours of physical-restraint use,0.13,51.12,17038,Hours of seclusion use,1.48,604.35,17038,"1120 Cypress Station Dr, Houston, TX, USA","30,023,735","-95,440,211",30.023735,-95.440211,118.498,159.6426,180.5261,154.7189,260447.6412,11.80289286,Relatively Low,11.81034395,Relatively Low
454084,AUSTIN STATE HOSPITAL,4110 GUADALUPE,AUSTIN,78751,TRAVIS,TX,TRAVIS_TX,4110 GUADALUPE AUSTIN TX 78751,Hours of physical-restraint use,0.72,760.4,44051,Hours of seclusion use,0,0,44051,"4110 Guadalupe St, Austin, TX, USA","30,307,659","-9,773,535",30.307659,-97.73535,107.966,150.102,173.1769,145.1088,1393583.725,20.64394424,Relatively Moderate,14.5293507,Relatively Moderate
454085,DEVEREUX TEXAS TREATMENT NETWORK,1150 DEVEREUX DR,LEAGUE CITY,77573,GALVESTON,TX,GALVESTON_TX,1150 DEVEREUX DR LEAGUE CITY TX 77573,Hours of physical-restraint use,0.07,18.98,11194,Hours of seclusion use,0.54,144.91,11194,"1150 Devereux Dr, League City, TX, USA","29,508,068","-95,106,112",29.508068,-95.106112,111.3729,152.7966,176.3559,147.8475,1069283.132,18.89930762,Relatively Moderate,14.07952205,Relatively Low
454088,RIO GRANDE STATE CENTER,1401 RANGERVILLE ROAD,HARLINGEN,78550,CAMERON,TX,CAMERON_TX,1401 RANGERVILLE ROAD HARLINGEN TX 78550,Hours of physical-restraint use,0.16,62.02,15912,Hours of seclusion use,0,0,15912,"Rangerville Road, Harlingen, TX, USA","26,172,917","-97,700,414",26.172917,-97.700414,142.313,179.2443,195.7405,175.3512,33184.16158,5.939163374,Relatively Low,11.35951721,Relatively Low
454093,SUNRISE CANYON HOSPITAL,1950 ASPEN AVENUE,LUBBOCK,79408,LUBBOCK,TX,LUBBOCK_TX,1950 ASPEN AVENUE LUBBOCK TX 79408,Hours of physical-restraint use,0.02,2.17,5066,Hours of seclusion use,0.01,0.65,5066,"1950 Aspen Ave, Lubbock, TX, USA","33,573,288","-101,806,879",33.573288,-101.806879,47.43283,98.24627,132.7463,92.81343,444667.593,14.10674498,Relatively Low,13.2240789,Relatively Low
454094,MEDICAL CITY GREEN OAKS HOSPITAL,7808 CLODUS FIELDS DRIVE,DALLAS,75251,DALLAS,TX,DALLAS_TX,7808 CLODUS FIELDS DRIVE DALLAS TX 75251,Hours of physical-restraint use,0.11,179.57,68131,Hours of seclusion use,0.04,60.45,68131,"7808 Clodus Fields Dr, Dallas, TX, USA","32,912,835","-96,771,653",32.912835,-96.771653,99.46154,140.1077,162.1461,134.5615,140512.3335,9.608445643,Relatively Low,10.46178966,Relatively Low
454100,EL PASO PSYCHIATRIC CENTER,4615 ALAMEDA AVENUE,EL PASO,79905,ELPASO,TX,ELPASO_TX,4615 ALAMEDA AVENUE EL PASO TX 79905,Hours of physical-restraint use,0.4,93.32,9616,Hours of seclusion use,0.01,1.38,9616,"4615 Alameda Avenue, El Paso, TX, USA","31,772","-10,643,622",31.772,-106.43622,57.625,113.0139,145.1042,108.3681,78461.27996,7.912252137,Relatively Low,12.8670436,Relatively Low
454101,ALLEGIANCE BEHAVIORAL HEALTH CENTER OF PLAINVIEW,"2601 DIMMITT ROAD, SUITE 400",PLAINVIEW,79072,HALE,TX,HALE_TX,"2601 DIMMITT ROAD, SUITE 400 PLAINVIEW TX 79072",Hours of physical-restraint use,0,0,979,Hours of seclusion use,0,0,979,"Dimmitt Road, Plainview, TX, USA","34,211,662","-101,737,196",34.211662,-101.737196,38.23026,90.28947,125.0724,84.42764,25454.47692,5.43671267,Very Low,6.273806617,Relatively Low
454103,KINGWOOD PINES HOSPITAL,2001 LADBROOK,KINGWOOD,77339,HARRIS,TX,HARRIS_TX,2001 LADBROOK KINGWOOD TX 77339,Hours of physical-restraint use,0.07,42.33,26836,Hours of seclusion use,0.24,156.8,26836,"Kingwood, Houston, TX, USA","30,047,059","-95,184,196",30.047059,-95.184196,118.498,159.6426,180.5261,154.7189,260447.6412,11.80289286,Relatively Low,11.81034395,Relatively Low
454104,UNIVERSITY BEHAVIORAL HEALTH OF DENTON,2026 WEST UNIVERSITY DRIVE,DENTON,76201,DENTON,TX,DENTON_TX,2026 WEST UNIVERSITY DRIVE DENTON TX 76201,Hours of physical-restraint use,0.05,28.77,21928,Hours of seclusion use,0,1.02,21928,"2026 W University Dr, Denton, TX, USA","33,230,779","-9,715,653",33.230779,-97.15653,95.31468,136.049,159.1818,130.4406,1481094.058,21.06731563,Relatively Moderate,10.07663107,Relatively Low
454107,BEHAVIORAL HOSPITAL OF BELLAIRE,"5314 DASHWOOD, SUITE 200",HOUSTON,77081,HARRIS,TX,HARRIS_TX,"5314 DASHWOOD, SUITE 200 HOUSTON TX 77081",Hours of physical-restraint use,0.02,19.68,34299,Hours of seclusion use,0.26,212.78,34299,"Houston, TX, USA","29,784,753","-95,361,416",29.784753,-95.361416,118.498,159.6426,180.5261,154.7189,260447.6412,11.80289286,Relatively Low,11.81034395,Relatively Low
454108,CYPRESS CREEK HOSPITAL,17750 CALI DRIVE,HOUSTON,77090,HARRIS,TX,HARRIS_TX,17750 CALI DRIVE HOUSTON TX 77090,Hours of physical-restraint use,0.02,18.87,33761,Hours of seclusion use,0.01,6.3,33761,"17750 Cali Dr, Houston, TX, USA","3,002,469","-95,444,871",30.02469,-95.444871,118.498,159.6426,180.5261,154.7189,260447.6412,11.80289286,Relatively Low,11.81034395,Relatively Low
454109,EL PASO BEHAVIORAL HEALTH SYSTEM,1900 DENVER AVE,EL PASO,79902,ELPASO,TX,ELPASO_TX,1900 DENVER AVE EL PASO TX 79902,Hours of physical-restraint use,0.06,64.73,47102,Hours of seclusion use,0.03,37.03,47102,"Denver Avenue, El Paso, TX, USA","31,781,475","-106,473,142",31.781475,-106.473142,57.625,113.0139,145.1042,108.3681,78461.27996,7.912252137,Relatively Low,12.8670436,Relatively Low
454110,OCEANS BEHAVIORAL  HOSPITAL OF PERMIAN BASIN,3300 S FM 1788,MIDLAND,79706,MIDLAND,TX,MIDLAND_TX,3300 S FM 1788 MIDLAND TX 79706,Hours of physical-restraint use,0.01,3,14253,Hours of seclusion use,0.16,54.2,14253,"Midland, TX, USA","32,020,111","-102,117,875",32.020111,-102.117875,76.34849,123.7652,155.7424,118.9924,4282220.401,30.01267192,Relatively High,21.18572431,Relatively Moderate
454114,CEDAR CREST HOSPITAL & RTC,3500 SOUTH IH-35,BELTON,76513,BELL,TX,BELL_TX,3500 SOUTH IH-35 BELTON TX 76513,Hours of physical-restraint use,0.03,22.13,26892,Hours of seclusion use,0.08,54.35,26892,"Belton, TX, USA","31,052,866","-9,746,782",31.052866,-97.46782,102.3333,144.2756,167.7179,139.2179,778582.8393,17.00264933,Relatively Moderate,14.62620849,Relatively Moderate
454117,OCEANS BEHAVIORAL HOSPITAL OF LONGVIEW,615 CLINIC DR,LONGVIEW,75605,GREGG,TX,GREGG_TX,615 CLINIC DR LONGVIEW TX 75605,Hours of physical-restraint use,0,0,6712,Hours of seclusion use,0.31,50.55,6712,"615 Clinic Dr, Longview, TX, USA","32,537,286","-94,734,518",32.537286,-94.734518,103,144.2368,165.5,138.9474,24052.55673,5.33501205,Very Low,5.355030758,Very Low
454118,LONE STAR BEHAVIORAL HEALTH CYPRESS,16303 GRANT ROAD,CYPRESS,77429,HARRIS,TX,HARRIS_TX,16303 GRANT ROAD CYPRESS TX 77429,Hours of physical-restraint use,0,0.05,3296,Hours of seclusion use,0.01,0.67,3296,"Cypress, Round Rock, TX, USA","30,543,339","-97,693,176",30.543339,-97.693176,118.498,159.6426,180.5261,154.7189,260447.6412,11.80289286,Relatively Low,11.81034395,Relatively Low
454119,CARROLLTON SPRINGS,2225 PARKER ROAD,CARROLLTON,75010,DENTON,TX,DENTON_TX,2225 PARKER ROAD CARROLLTON TX 75010,Hours of physical-restraint use,0.01,3.87,22087,Hours of seclusion use,0.01,2.97,22087,"Carrollton, TX, USA","32,974,883","-9,690,434",32.974883,-96.90434,95.31468,136.049,159.1818,130.4406,1481094.058,21.06731563,Relatively Moderate,10.07663107,Relatively Low
454121,AUSTIN OAKS HOSPITAL,1407 WEST STASSNEY LANE,AUSTIN,78745,TRAVIS,TX,TRAVIS_TX,1407 WEST STASSNEY LANE AUSTIN TX 78745,Hours of physical-restraint use,0.04,17.93,17343,Hours of seclusion use,0.13,53.7,17343,"1407 W Stassney Ln, Austin, TX, USA","30,211,641","-97,791,766",30.211641,-97.791766,107.966,150.102,173.1769,145.1088,1393583.725,20.64394424,Relatively Moderate,14.5293507,Relatively Moderate
454122,OCEANS BEHAVIORAL HOSPITAL OF ABILENE,6401 DIRECTORS PARKWAY,ABILENE,79606,TAYLOR,TX,TAYLOR_TX,6401 DIRECTORS PARKWAY ABILENE TX 79606,Hours of physical-restraint use,0.04,23.8,23035,Hours of seclusion use,0.09,48.42,23035,"Director's Parkway, Abilene, TX, USA","32,370,439","-99,745,291",32.370439,-99.745291,80.81102,125.4331,155.0315,120.4252,2074434.615,23.57119346,Relatively Moderate,24.48269238,Relatively Moderate
454123,OCEANS BEHAVIORAL HOSPITAL OF LUFKIN LLC,302 GOBBLERS KNOB RD,LUFKIN,75904,ANGELINA,TX,ANGELINA_TX,302 GOBBLERS KNOB RD LUFKIN TX 75904,Hours of physical-restraint use,0,0,6431,Hours of seclusion use,0,0,6431,"302 Gobblers Knob Rd, Lufkin, TX, USA","31,306,795","-94,745,764",31.306795,-94.745764,108.4711,149.4959,171.0083,144.3967,83048.01971,8.063521517,Relatively Low,8.85074256,Relatively Low
454124,MESA SPRINGS,5560 MESA SPRINGS DRIVE,FORT WORTH,76123,TARRANT,TX,TARRANT_TX,5560 MESA SPRINGS DRIVE FORT WORTH TX 76123,Hours of physical-restraint use,0.02,10.3,21132,Hours of seclusion use,0.02,9.6,21132,"5560 Mesa Springs Dr, Fort Worth, TX, USA","32,639,988","-97,413,364",32.639988,-97.413364,97.38017,138.2562,161.2397,132.7521,1238187.977,19.84619175,Relatively Moderate,16.59141617,Relatively Moderate
454126,DALLAS BEHAVIORAL HEALTHCARE HOSPITAL LLC,800 KIRNWOOD DRIVE,DE SOTO,75115,DALLAS,TX,DALLAS_TX,800 KIRNWOOD DRIVE DE SOTO TX 75115,Hours of physical-restraint use,0.06,37.54,28109,Hours of seclusion use,2.24,1513.28,28109,"800 Kirnwood Dr, Desoto, TX, USA","32,642,324","-96,875,159",32.642324,-96.875159,99.46154,140.1077,162.1461,134.5615,140512.3335,9.608445643,Relatively Low,10.46178966,Relatively Low
454127,ROCK SPRINGS,700 SOUTHEAST INNER LOOP,GEORGETOWN,78626,WILLIAMSON,TX,WILLIAMSON_TX,700 SOUTHEAST INNER LOOP GEORGETOWN TX 78626,Hours of physical-restraint use,0.01,4.93,21794,Hours of seclusion use,0.01,3.23,21794,"Southeast Inner Loop, Georgetown, TX, USA","30,615,411","-97,655,894",30.615411,-97.655894,103.646,146.1553,169.8447,141.1988,1608636.228,21.6554695,Relatively Moderate,12.08168932,Relatively Low
454128,WELLBRIDGE HEALTHCARE FORT WORTH,6200 OVERTON RIDGE BLVD,FORT WORTH,76132,TARRANT,TX,TARRANT_TX,6200 OVERTON RIDGE BLVD FORT WORTH TX 76132,Hours of physical-restraint use,0,0.05,8159,Hours of seclusion use,0,0,8159,"6200 Overton Ridge Blvd, Fort Worth, TX, USA","32,680,098","-97,419,121",32.680098,-97.419121,97.38017,138.2562,161.2397,132.7521,1238187.977,19.84619175,Relatively Moderate,16.59141617,Relatively Moderate
454129,GEORGETOWN BEHAVIORAL HEALTH INSTITUTE,3101 S AUSTIN AVENUE,GEORGETOWN,78626,WILLIAMSON,TX,WILLIAMSON_TX,3101 S AUSTIN AVENUE GEORGETOWN TX 78626,Hours of physical-restraint use,6.83,4398,26845,Hours of seclusion use,0.12,78.54,26845,"3101 S Austin Ave, Georgetown, TX, USA","30,615,256","-9,768,066",30.615256,-97.68066,103.646,146.1553,169.8447,141.1988,1608636.228,21.6554695,Relatively Moderate,12.08168932,Relatively Low
454130,WELLBRIDGE HEALTHCARE GREATER DALLAS,4301 MAPLESHADE LANE,PLANO,75093,COLLIN,TX,COLLIN_TX,4301 MAPLESHADE LANE PLANO TX 75093,Hours of physical-restraint use,0,0,5658,Hours of seclusion use,0,0,5658,"Plano, TX, USA","33,047,269","-96,757,092",33.047269,-96.757092,95.92188,136.9531,159.4922,131.2422,281806.9986,12.11710618,Relatively Low,4.294990704,Very Low
454131,WESTPARK SPRINGS LLC,6902 S PEEK ROAD,RICHMOND,77407,FORTBEND,TX,FORTBEND_TX,6902 S PEEK ROAD RICHMOND TX 77407,Hours of physical-restraint use,0.01,3.45,20859,Hours of seclusion use,0.04,19.64,20859,"Richmond, TX, USA","2,958,219","-95,766,886",29.58219,-95.766886,124.4959,164.0406,183.6341,159.3415,295312.8554,12.30766801,Relatively Low,4.755334744,Very Low
454132,SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL,8550 HUEBNER ROAD,SAN ANTONIO,78240,BEXAR,TX,BEXAR_TX,8550 HUEBNER ROAD SAN ANTONIO TX 78240,Hours of physical-restraint use,0.07,81.59,49684,Hours of seclusion use,0.3,354.18,49684,"8550 Huebner Rd, San Antonio, TX, USA","29,516,333","-98,605,179",29.516333,-98.605179,111.2849,154.4709,177.4884,149.6919,958131.9881,18.22035224,Relatively Moderate,20.6893879,Relatively Moderate
454133,CROSS CREEK HOSPITAL,8402 CROSS PARK DRIVE,AUSTIN,78754,TRAVIS,TX,TRAVIS_TX,8402 CROSS PARK DRIVE AUSTIN TX 78754,Hours of physical-restraint use,0.03,15.66,24248,Hours of seclusion use,0.05,27.28,24248,"8402 Cross Park Dr, Austin, TX, USA","30,338,315","-97,677,098",30.338315,-97.677098,107.966,150.102,173.1769,145.1088,1393583.725,20.64394424,Relatively Moderate,14.5293507,Relatively Moderate
454134,HAVEN BEHAVIORAL HOSPITAL OF FRISCO,"5680 FRISCO SQUARE BLVD, SUITE 3000",FRISCO,75034,DENTON,TX,DENTON_TX,"5680 FRISCO SQUARE BLVD, SUITE 3000 FRISCO TX 75034",Hours of physical-restraint use,0.02,4.23,9761,Hours of seclusion use,0.02,4.55,9761,"5680 Frisco Square Boulevard, Frisco, TX, USA","33,150,626","-96,837,845",33.150626,-96.837845,95.31468,136.049,159.1818,130.4406,1481094.058,21.06731563,Relatively Moderate,10.07663107,Relatively Low
454135,HOUSTON BEHAVIORAL HEALTHCARE HOSPITAL LLC,2801 GESSNER ROAD,HOUSTON,77080,HARRIS,TX,HARRIS_TX,2801 GESSNER ROAD HOUSTON TX 77080,Hours of physical-restraint use,0.02,21.08,36126,Hours of seclusion use,0.12,102.62,36126,"Gessner Road, Houston, TX, USA","29,850,126","-9,554,522",29.850126,-95.54522,118.498,159.6426,180.5261,154.7189,260447.6412,11.80289286,Relatively Low,11.81034395,Relatively Low
454136,OCEANS BEHAVIORAL HOSPITAL OF KATY,455 PARK GROVE LANE,KATY,77450,HARRIS,TX,HARRIS_TX,455 PARK GROVE LANE KATY TX 77450,Hours of physical-restraint use,0,0.22,12304,Hours of seclusion use,0.01,2.31,12304,"Katy, TX, USA","29,787,271","-95,823,579",29.787271,-95.823579,118.498,159.6426,180.5261,154.7189,260447.6412,11.80289286,Relatively Low,11.81034395,Relatively Low
454138,GARLAND BEHAVIORAL HOSPITAL,2300 MARIE CURIE BLVD 5TH FLOOR,GARLAND,75042,DALLAS,TX,DALLAS_TX,2300 MARIE CURIE BLVD 5TH FLOOR GARLAND TX 75042,Hours of physical-restraint use,0.04,15.77,18739,Hours of seclusion use,0.22,100.62,18739,"2300 Marie Curie Blvd, Garland, TX, USA","32,918,788","-96,662,265",32.918788,-96.662265,99.46154,140.1077,162.1461,134.5615,140512.3335,9.608445643,Relatively Low,10.46178966,Relatively Low
454139,SUN BEHAVIORAL HOUSTON,7601 FANNIN STREET,HOUSTON,77054,HARRIS,TX,HARRIS_TX,7601 FANNIN STREET HOUSTON TX 77054,Hours of physical-restraint use,0.02,16.55,34631,Hours of seclusion use,0.07,59.62,34631,"7601 Fannin St, Houston, TX, USA","29,690,575","-9,540,084",29.690575,-95.40084,118.498,159.6426,180.5261,154.7189,260447.6412,11.80289286,Relatively Low,11.81034395,Relatively Low
454141,PALMS BEHAVIORAL HEALTH,613 VICTORIA LANE,HARLINGEN,78550,CAMERON,TX,CAMERON_TX,613 VICTORIA LANE HARLINGEN TX 78550,Hours of physical-restraint use,0,0.56,17553,Hours of seclusion use,0,0,17553,"Harlingen, TX, USA","26,189,818","-97,687,767",26.189818,-97.687767,142.313,179.2443,195.7405,175.3512,33184.16158,5.939163374,Relatively Low,11.35951721,Relatively Low
454144,WOODLAND SPRINGS,15860 OLD CONROE ROAD,CONROE,77384,MONTGOMERY,TX,MONTGOMERY_TX,15860 OLD CONROE ROAD CONROE TX 77384,Hours of physical-restraint use,0,2.17,25036,Hours of seclusion use,0.01,6.62,25036,"Conroe, TX, USA","30,321,868","-95,467,616",30.321868,-95.467616,116.3733,157.38,178.2,152.4667,38988.71854,6.267023298,Relatively Low,3.5009625,Very Low
454146,RIO VISTA BEHAVIORAL HEALTH,1390 NORTHWESTERN DR.,EL PASO,79912,ELPASO,TX,ELPASO_TX,1390 NORTHWESTERN DR. EL PASO TX 79912,Hours of physical-restraint use,0,10.08,495672,Hours of seclusion use,0,25.36,495672,"Northwestern Drive, El Paso, TX, USA","31,889,658","-106,577,598",31.889658,-106.577598,57.625,113.0139,145.1042,108.3681,78461.27996,7.912252137,Relatively Low,12.8670436,Relatively Low
454147,OCEANS BEHAVIORAL HOSPITAL OF PASADENA,4001 PRESTON AVENUE,PASADENA,77505,HARRIS,TX,HARRIS_TX,4001 PRESTON AVENUE PASADENA TX 77505,Hours of physical-restraint use,0,0.27,6524,Hours of seclusion use,0.04,5.83,6524,"4001 Preston Ave, Pasadena, TX, USA","29,650,785","-95,170,018",29.650785,-95.170018,118.498,159.6426,180.5261,154.7189,260447.6412,11.80289286,Relatively Low,11.81034395,Relatively Low
454148,PERIMETER BEHAVIORAL HOSPITAL OF ARLINGTON,7000 US HIGHWAY 287,ARLINGTON,76001,TARRANT,TX,TARRANT_TX,7000 US HIGHWAY 287 ARLINGTON TX 76001,Hours of physical-restraint use,0.05,8.55,7203,Hours of seclusion use,0.37,63.81,7203,"7000 Us Hwy 287, Arlington, TX, USA","32,629,404","-97,177,972",32.629404,-97.177972,97.38017,138.2562,161.2397,132.7521,1238187.977,19.84619175,Relatively Moderate,16.59141617,Relatively Moderate
454149,PERIMETER BEHAVIORAL HOSPITAL OF DALLAS,2696 W WALNUT STREET,GARLAND,75042,DALLAS,TX,DALLAS_TX,2696 W WALNUT STREET GARLAND TX 75042,Hours of physical-restraint use,0.06,9.31,6024,Hours of seclusion use,0.09,13.41,6024,"2696 W Walnut St, Garland, TX, USA","32,913,645","-96,670,401",32.913645,-96.670401,99.46154,140.1077,162.1461,134.5615,140512.3335,9.608445643,Relatively Low,10.46178966,Relatively Low
454150,OCEANS BEHAVIORAL HOSPITAL OF WACO,5931 CROSSLAKE PARKWAY,WACO,76712,MCLENNAN,TX,MCLENNAN_TX,5931 CROSSLAKE PARKWAY WACO TX 76712,Hours of physical-restraint use,0,0.17,3888,Hours of seclusion use,0,0.13,3888,"5931 Crosslake Pkwy, Waco, TX, USA","314,874","-97,164,406",31.4874,-97.164406,103.5263,144.8947,167.25,139.625,287854.5315,12.2031705,Relatively Low,13.05556945,Relatively Low
454152,CANYON CREEK BEHAVIORAL HEALTH,1201 CANYON CREEK DR,TEMPLE,76502,BELL,TX,BELL_TX,1201 CANYON CREEK DR TEMPLE TX 76502,Hours of physical-restraint use,Not Available,Not Available,Not Available,Hours of seclusion use,Not Available,Not Available,Not Available,"Canyon Creek Drive, Temple, TX, USA","31,061,098","-97,382,766",31.061098,-97.382766,102.3333,144.2756,167.7179,139.2179,778582.8393,17.00264933,Relatively Moderate,14.62620849,Relatively Moderate
460001,UTAH VALLEY HOSPITAL,1034 NORTH 500 WEST,PROVO,84604,UTAH,UT,UTAH_UT,1034 NORTH 500 WEST PROVO UT 84604,Hours of physical-restraint use,0.53,92.5,7312,Hours of seclusion use,1.09,191.9,7312,"1034 North 500 West, Provo, UT, USA","40,248,164","-111,666,089",40.248164,-111.666089,4.275449,27.02695,51.8982,22.03892,8602360.739,37.86932281,Relatively High,15.94094624,Relatively Moderate
460003,SALT LAKE REGIONAL MEDICAL CENTER,1050 EAST SOUTH TEMPLE,SALT LAKE CITY,84102,SALTLAKE,UT,SALTLAKE_UT,1050 EAST SOUTH TEMPLE SALT LAKE CITY UT 84102,Hours of physical-restraint use,0,0.2,4439,Hours of seclusion use,0.03,3.6,4439,"1050 East South Temple, Salt Lake City, UT, USA","40,768,031","-111,861,331",40.768031,-111.861331,7.851563,37.54688,63.23438,31.89844,4666902.71,30.88573242,Relatively High,18.31165926,Relatively Moderate
